Year,Player Name,Team Name,Price (in crores),Status
2022,Baba Indrajith,Kolkata Knight Riders,0.2,S
2022,Pratham Singh,Kolkata Knight Riders,0.2,S
2022,Ramesh Kumar,Kolkata Knight Riders,0.2,S
2022,Rasikh Dar,Kolkata Knight Riders,0.2,S
2022,Avesh Khan,Lucknow Supergiants,10.0,S
2022,Jason Holder,Lucknow Supergiants,8.75,S
2022,Krunal Pandya,Lucknow Supergiants,8.25,S
2022,Mark Wood,Lucknow Supergiants,7.5,S
2022,Quinton De Kock,Lucknow Supergiants,6.75,S
2022,Deepak Hooda,Lucknow Supergiants,5.75,S
2022,Manish Pandey,Lucknow Supergiants,4.6,S
2022,Dushmanta Chameera,Lucknow Supergiants,2.0,S
2022,Evin Lewis,Lucknow Supergiants,2.0,S
2022,K. Gowtham,Lucknow Supergiants,0.9,S
2022,Ankit Singh Rajpoot,Lucknow Supergiants,0.5,S
2022,Kyle Mayers,Lucknow Supergiants,0.5,S
2022,Shahbaz Nadeem,Lucknow Supergiants,0.5,S
2022,Ayush Badoni,Lucknow Supergiants,0.2,S
2022,Karan Sharma,Lucknow Supergiants,0.2,S
2022,Manan Vohra,Lucknow Supergiants,0.2,S
2022,Mayank Yadav,Lucknow Supergiants,0.2,S
2022,Mohsin Khan,Lucknow Supergiants,0.2,S
2022,Ishan Kishan,Mumbai Indians,15.25,S
2022,Tim David,Mumbai Indians,8.25,S
2022,Jofra Archer,Mumbai Indians,8.0,S
2022,Dewald Brevis,Mumbai Indians,3.0,S
2022,Daniel Sams,Mumbai Indians,2.6,S
2022,N. Tilak Varma,Mumbai Indians,1.7,S
2022,Murugan Ashwin,Mumbai Indians,1.6,S
2022,Tymal Mills,Mumbai Indians,1.5,S
2022,Jaydev Unadkat,Mumbai Indians,1.3,S
2022,Riley Meredith,Mumbai Indians,1.0,S
2022,Fabian Allen,Mumbai Indians,0.75,S
2022,Mayank Markande,Mumbai Indians,0.65,S
2022,Sanjay Yadav,Mumbai Indians,0.5,S
2022,Arjun Tendulkar,Mumbai Indians,0.3,S
2022,Basil Thampi,Mumbai Indians,0.3,S
2022,Anmolpreet Singh,Mumbai Indians,0.2,S
2022,Aryan Juyal,Mumbai Indians,0.2,S
2022,Hrithik Shokeen,Mumbai Indians,0.2,S
2022,Mohd. Arshad Khan,Mumbai Indians,0.2,S
2022,Rahul Buddhi,Mumbai Indians,0.2,S
2022,Ramandeep Singh,Mumbai Indians,0.2,S
2022,Liam Livingstone,Punjab Kings,11.5,S
2022,Kagiso Rabada,Punjab Kings,9.25,S
2022,Shahrukh Khan,Punjab Kings,9.0,S
2022,Shikhar Dhawan,Punjab Kings,8.25,S
2022,Jonny Bairstow,Punjab Kings,6.75,S
2022,Odean Smith,Punjab Kings,6.0,S
2022,Rahul Chahar,Punjab Kings,5.25,S
2022,Harpreet Brar,Punjab Kings,3.8,S
2022,Raj Angad Bawa,Punjab Kings,2.0,S
2022,Vaibhav Arora,Punjab Kings,2.0,S
2022,Nathan Ellis,Punjab Kings,0.75,S
2022,Prabhsimran Singh,Punjab Kings,0.6,S
2022,Rishi Dhawan,Punjab Kings,0.55,S
2022,Bhanuka Rajapaksa,Punjab Kings,0.5,S
2022,Sandeep Sharma,Punjab Kings,0.5,S
2022,Benny Howell,Punjab Kings,0.4,S
2022,Ishan Porel,Punjab Kings,0.25,S
2022,Ansh Patel,Punjab Kings,0.2,S
2022,Atharva Taide,Punjab Kings,0.2,S
2022,Baltej Dhanda,Punjab Kings,0.2,S
2022,Jitesh Sharma,Punjab Kings,0.2,S
2022,Prerak Mankad,Punjab Kings,0.2,S
2022,Writtick Chatterjee,Punjab Kings,0.2,S
2022,Prasidh Krishna,Rajasthan Royals,10.0,S
2022,Shimron Hetmyer,Rajasthan Royals,8.5,S
2022,Trent Boult,Rajasthan Royals,8.0,S
2022,Devdutt Padikkal,Rajasthan Royals,7.75,S
2022,Yuzvendra Chahal,Rajasthan Royals,6.5,S
2022,R. Ashwin,Rajasthan Royals,5.0,S
2022,Riyan Parag,Rajasthan Royals,3.8,S
2022,Navdeep Saini,Rajasthan Royals,2.6,S
2022,Nathan Coulter-Nile,Rajasthan Royals,2.0,S
2022,James Neesham,Rajasthan Royals,1.5,S
2022,Karun Nair,Rajasthan Royals,1.4,S
2022,Rassie Van Der Dussen,Rajasthan Royals,1.0,S
2022,Daryl Mitchell,Rajasthan Royals,0.75,S
2022,Obed Mccoy,Rajasthan Royals,0.75,S
2022,K.C Cariappa,Rajasthan Royals,0.3,S
2022,Anunay Singh,Rajasthan Royals,0.2,S
2022,Dhruv Jurel,Rajasthan Royals,0.2,S
2022,Kuldeep Sen,Rajasthan Royals,0.2,S
2022,Kuldip Yadav,Rajasthan Royals,0.2,S
2022,Shubham Garhwal,Rajasthan Royals,0.2,S
2022,Tejas Baroka,Rajasthan Royals,0.2,S
2022,Harshal Patel,Royal Challengers Bangalore,10.75,S
2022,Wanindu Hasaranga,Royal Challengers Bangalore,10.75,S
2022,Josh Hazlewood,Royal Challengers Bangalore,7.75,S
2022,Faf Du Plessis,Royal Challengers Bangalore,7.0,S
2022,Dinesh Karthik,Royal Challengers Bangalore,5.5,S
2022,Anuj Rawat,Royal Challengers Bangalore,3.4,S
2022,Shahbaz Ahamad,Royal Challengers Bangalore,2.4,S
2022,David Willey,Royal Challengers Bangalore,2.0,S
2022,Sherfane Rutherford,Royal Challengers Bangalore,1.0,S
2022,Mahipal Lomror,Royal Challengers Bangalore,0.95,S
2022,Finn Allen,Royal Challengers Bangalore,0.8,S
2022,Jason Behrendorff,Royal Challengers Bangalore,0.75,S
2022,Siddharth Kaul,Royal Challengers Bangalore,0.75,S
2022,Karn Sharma,Royal Challengers Bangalore,0.5,S
2022,Suyash Prabhudessai,Royal Challengers Bangalore,0.3,S
2022,Chama Milind,Royal Challengers Bangalore,0.25,S
2022,Akash Deep,Royal Challengers Bangalore,0.2,S
2022,Aneeshwar Gautam,Royal Challengers Bangalore,0.2,S
2022,Luvnith Sisodia,Royal Challengers Bangalore,0.2,S
2022,Nicholas Pooran,Sunrisers Hyderabad,10.75,S
2022,Washington Sundar,Sunrisers Hyderabad,8.75,S
2022,Rahul Tripathi,Sunrisers Hyderabad,8.5,S
2022,Romario Shepherd,Sunrisers Hyderabad,7.75,S
2022,Abhishek Sharma,Sunrisers Hyderabad,6.5,S
2022,Bhuvneshwar Kumar,Sunrisers Hyderabad,4.2,S
2022,Marco Jansen,Sunrisers Hyderabad,4.2,S
2022,Kartik Tyagi,Sunrisers Hyderabad,4.0,S
2022,T. Natarajan,Sunrisers Hyderabad,4.0,S
2022,Aiden Markram,Sunrisers Hyderabad,2.6,S
2022,Sean Abbott,Sunrisers Hyderabad,2.4,S
2022,Glenn Phillips,Sunrisers Hyderabad,1.5,S
2022,Shreyas Gopal,Sunrisers Hyderabad,0.75,S
2022,Fazalhaq Farooqi,Sunrisers Hyderabad,0.5,S
2022,Vishnu Vinod,Sunrisers Hyderabad,0.5,S
2022,Jagadeesha Suchith,Sunrisers Hyderabad,0.2,S
2022,Priyam Garg,Sunrisers Hyderabad,0.2,S
2022,R Samarth,Sunrisers Hyderabad,0.2,S
2022,Saurabh Dubey,Sunrisers Hyderabad,0.2,S
2022,Shashank Singh,Sunrisers Hyderabad,0.2,S
2023,Ben stokes,Chennai Super Kings,16.25,S
2023,Ravindra jadeja,Chennai Super Kings,16.0,R
2023,Deepak chahar,Chennai Super Kings,14.0,S
2023,Ms dhoni,Chennai Super Kings,12.0,R
2023,Moeen Ali,Chennai Super Kings,8.0,R
2023,Ambati rayudu,Chennai Super Kings,6.75,R
2023,Ruturaj Gaikwad,Chennai Super Kings,6.0,R
2023,Shivam dube,Chennai Super Kings,4.0,R
2023,Mitchell santner,Chennai Super Kings,1.9,R
2023,Rajvardhan Hangargekar,Chennai Super Kings,1.5,S
2023,Devon Conway,Chennai Super Kings,1.0,R
2023,Maheesh Theekshana,Chennai Super Kings,0.7,R
2023,Ajinkya rahane,Chennai Super Kings,0.5,S
2023,Sisonda Magala,Chennai Super Kings,0.5,S
2023,Matheesha Pathirana,Chennai Super Kings,0.2,S
2023,Pathum Kumara,Chennai Super Kings,0.2,S
2023,Shaik Rasheed,Chennai Super Kings,0.2,S
2023,Tushar Deshpande,Chennai Super Kings,0.2,S
2023,Dwaine Pretorius,,0.0,U
2023,Axar patel,Delhi Capitals,9.0,R
2023,Prithvi shaw,Delhi Capitals,8.0,R
2023,Anrich Nortje,Delhi Capitals,6.5,R
2023,Mitchell marsh,Delhi Capitals,6.5,R
2023,David warner,Delhi Capitals,6.25,S
2023,Mukesh Kumar,Delhi Capitals,5.5,S
2023,Khaleel ahmed,Delhi Capitals,5.25,S
2023,Rilee Rossouw,Delhi Capitals,4.6,S
2023,Chetan Sakariya,Delhi Capitals,4.2,R
2023,Rovman powell,Delhi Capitals,2.8,R
2023,Manish pandey,Delhi Capitals,2.4,S
2023,Phil Salt,Delhi Capitals,2.0,S
2023,Kuldeep yadav,Delhi Capitals,2.0,R
2023,Mustafizur rahman,Delhi Capitals,2.0,R
2023,AM Ghazanfar,Delhi Capitals,0.65,R
2023,Ishant sharma,Delhi Capitals,0.5,S
2023,Yash Dhull,Delhi Capitals,0.5,S
2023,Praveen dubey,Delhi Capitals,0.5,S
2023,Abishek Porel,Delhi Capitals,0.2,S
2023,Aman Hakim Khan,Delhi Capitals,0.2,S
2023,Priyam Garg,Delhi Capitals,0.2,S
2023,Ripal Patel,Delhi Capitals,0.2,R
2023,Sarfaraz khan,Delhi Capitals,0.2,R
2023,Hardik pandya,Gujarat Titans,15.0,R
2023,Rashid Khan,Gujarat Titans,15.0,R
2023,Rahul tewatia,Gujarat Titans,9.0,R
2023,Shubman gill,Gujarat Titans,8.0,R
2023,Mohammad shami,Gujarat Titans,6.25,R
2023,Shivam mavi,Gujarat Titans,6.0,S
2023,Yash Dayal,Gujarat Titans,3.2,S
2023,David Miller,Gujarat Titans,3.0,R
2023,Abhinav Manohar,Gujarat Titans,2.6,S
2023,Sai Sudharsan,Gujarat Titans,2.6,S
2023,Alzarri joseph,Gujarat Titans,2.4,R
2023,Matthew wade,Gujarat Titans,2.4,R
2023,Kane williamson,Gujarat Titans,2.0,S
2023,Wriddhiman saha,Gujarat Titans,1.9,R
2023,Jayant yadav,Gujarat Titans,1.7,S
2023,Vijay shankar,Gujarat Titans,1.4,S
2023,Srikar Bharat,Gujarat Titans,1.2,S
2023,Joshua Little,Gujarat Titans,0.5,S
2023,Mohit sharma,Gujarat Titans,0.5,S
2023,Varun aaron,Gujarat Titans,0.5,S
2023,Noor Ahmad,Gujarat Titans,0.3,S
2023,Dasun Shanaka,,0.0,U
2023,Andre russell,Kolkata Knight Riders,12.0,R
2023,Shardul thakur,Kolkata Knight Riders,10.75,S
2023,Lockie ferguson,Kolkata Knight Riders,10.0,S
2023,Nitish rana,Kolkata Knight Riders,8.0,R
2023,Varun chakravarthy,Kolkata Knight Riders,8.0,R
2023,Venkatesh Iyer,Kolkata Knight Riders,8.0,R
2023,Sunil narine,Kolkata Knight Riders,6.0,R
2023,Jason Roy,Kolkata Knight Riders,2.8,S
2023,Umesh yadav,Kolkata Knight Riders,2.0,R
2023,Rahmanullah Gurbaz,Kolkata Knight Riders,1.5,S
2023,Tim southee,Kolkata Knight Riders,1.5,R
2023,David Wiese,Kolkata Knight Riders,1.0,S
2023,Narayan Jagadeesan,Kolkata Knight Riders,0.9,S
2023,Vaibhav Arora,Kolkata Knight Riders,0.6,S
2023,Rinku singh,Kolkata Knight Riders,0.55,R
2023,Litton Das,Kolkata Knight Riders,0.5,S
2023,Mandeep singh,Kolkata Knight Riders,0.5,S
2023,Kulwant khejroliya,Kolkata Knight Riders,0.2,S
2023,Suyash Sharma,Kolkata Knight Riders,0.2,S
2023,Anukul roy,Kolkata Knight Riders,0.2,R
2023,Harshit Rana,Kolkata Knight Riders,0.2,R
2023,Karan Sharma,Lucknow Supergiants,50.0,S
2023,Lokesh rahul,Lucknow Supergiants,17.0,R
2023,Nicholas Pooran,Lucknow Supergiants,16.0,S
2023,Avesh khan,Lucknow Supergiants,10.0,R
2023,Marcus Stoinis,Lucknow Supergiants,9.2,R
2023,Krunal pandya,Lucknow Supergiants,8.25,R
2023,Mark wood,Lucknow Supergiants,7.5,S
2023,Quinton de Kock,Lucknow Supergiants,6.75,R
2023,Deepak hooda,Lucknow Supergiants,5.75,R
2023,Ravi Bishnoi,Lucknow Supergiants,4.0,R
2023,Krishnappa gowtham,Lucknow Supergiants,0.9,R
2023,Amit mishra,Lucknow Supergiants,0.5,S
2023,Jaydev unadkat,Lucknow Supergiants,0.5,S
2023,Kyle Mayers,Lucknow Supergiants,0.5,S
2023,Naveen-ul-Haq,Lucknow Supergiants,0.5,S
2023,Romario Shepherd,Lucknow Supergiants,0.5,S
2023,Yash Thakur,Lucknow Supergiants,0.45,S
2023,Manan vohra,Lucknow Supergiants,0.2,S
2023,Prerak Mankad,Lucknow Supergiants,0.2,S
2023,Swapnil singh,Lucknow Supergiants,0.2,S
2023,Yudhvir Singh,Lucknow Supergiants,0.2,S
2023,Ayush Badoni,Lucknow Supergiants,0.2,R
2023,Sameer Rizvi,Lucknow Supergiants,0.2,R
2023,Daniel Sams,,0.0,U
2023,Arjun Tendulkar,Mumbai Indians,30.0,S
2023,Cameron Green,Mumbai Indians,17.5,S
2023,Rohit sharma,Mumbai Indians,16.0,R
2023,Ishan kishan,Mumbai Indians,15.25,S
2023,Tim David,Mumbai Indians,8.25,R
2023,Jofra Archer,Mumbai Indians,8.0,R
2023,Suryakumar yadav,Mumbai Indians,8.0,R
2023,Dewald Brevis,Mumbai Indians,3.0,R
2023,Chris jordan,Mumbai Indians,2.0,S
2023,Tilak Varma,Mumbai Indians,1.7,R
2023,Jason behrendorff,Mumbai Indians,1.5,S
2023,Riley Meredith,Mumbai Indians,1.5,S
2023,Jhye Richardson,Mumbai Indians,1.5,S
2023,Piyush chawla,Mumbai Indians,0.5,S
2023,Duan Jansen,Mumbai Indians,0.2,S
2023,Kumar Kartikeya,Mumbai Indians,0.2,S
2023,Nehal Wadhera,Mumbai Indians,0.2,S
2023,Raghav Goyal,Mumbai Indians,0.2,S
2023,Vishnu vinod,Mumbai Indians,0.2,S
2023,Tristan Stubbs,Mumbai Indians,0.2,S
2023,Arshad Khan,Mumbai Indians,0.2,R
2023,Hrithik Shokeen,Mumbai Indians,0.2,R
2023,Ramandeep Singh,Mumbai Indians,0.2,R
2023,Akash Mandwaal,,0.0,U
2023,Jitesh Sharma,Punjab Kings,20.0,R
2023,Sam Curran,Punjab Kings,18.5,S
2023,Liam Livingstone,Punjab Kings,11.5,R
2023,Kagiso Rabada,Punjab Kings,9.25,R
2023,Shahrukh Khan,Punjab Kings,9.0,S
2023,Shikhar dhawan,Punjab Kings,8.25,R
2023,Rahul chahar,Punjab Kings,5.25,R
2023,Arshdeep singh,Punjab Kings,4.0,R
2023,Harpreet brar,Punjab Kings,3.8,R
2023,Nathan Ellis,Punjab Kings,0.75,S
2023,Simran singh,Punjab Kings,0.6,S
2023,Rishi dhawan,Punjab Kings,0.55,S
2023,Bhanuka Rajapaksa,Punjab Kings,0.5,S
2023,Sikandar Raza,Punjab Kings,0.5,S
2023,Atharva Taide,Punjab Kings,0.2,S
2023,Gurnoor Brar,Punjab Kings,0.2,S
2023,Harpreet singh,Punjab Kings,0.2,S
2023,Mohit Rathee,Punjab Kings,0.2,S
2023,Matthew Short,,0.0,U
2023,Kuldeep Sen,Rajasthan Royals,20.0,R
2023,Sanju samson,Rajasthan Royals,14.0,R
2023,Jos Buttler,Rajasthan Royals,10.0,R
2023,Shimron hetmyer,Rajasthan Royals,8.5,R
2023,Trent boult,Rajasthan Royals,8.0,S
2023,Devdutt Padikkal,Rajasthan Royals,7.75,R
2023,Yuzvendra chahal,Rajasthan Royals,6.5,R
2023,Jason holder,Rajasthan Royals,5.75,S
2023,Ravichandran ashwin,Rajasthan Royals,5.0,R
2023,Yashasvi Jaiswal,Rajasthan Royals,4.0,R
2023,Riyan parag,Rajasthan Royals,3.8,R
2023,Navdeep saini,Rajasthan Royals,2.0,S
2023,Adam zampa,Rajasthan Royals,1.5,S
2023,Joe Root,Rajasthan Royals,1.0,S
2023,Obed McCoy,Rajasthan Royals,1.0,S
2023,Sandeep sharma,Rajasthan Royals,0.5,S
2023,Km asif,Rajasthan Royals,0.3,S
2023,Abdul Basith,Rajasthan Royals,0.2,S
2023,Dhruv Jurel,Rajasthan Royals,0.2,S
2023,Kuldip Yadav,Rajasthan Royals,0.2,S
2023,Murugan ashwin,Rajasthan Royals,0.2,S
2023,Virat kohli,Royal Challengers Bangalore,15.0,R
2023,Glenn maxwell,Royal Challengers Bangalore,11.0,R
2023,Harshal patel,Royal Challengers Bangalore,10.75,R
2023,Wanindu Hasaranga,Royal Challengers Bangalore,10.75,R
2023,Josh Hazlewood,Royal Challengers Bangalore,7.75,R
2023,Faf du Plessis,Royal Challengers Bangalore,7.0,R
2023,Mohammed siraj,Royal Challengers Bangalore,7.0,R
2023,Dinesh karthik,Royal Challengers Bangalore,5.5,R
2023,Mohammad Ali,Royal Challengers Bangalore,3.4,S
2023,Shahbaz Ahmed,Royal Challengers Bangalore,2.4,R
2023,David willey,Royal Challengers Bangalore,2.0,R
2023,Reece Topley,Royal Challengers Bangalore,1.9,S
2023,Kedar jadhav,Royal Challengers Bangalore,1.0,S
2023,Michael Bracewell,Royal Challengers Bangalore,1.0,S
2023,Mahipal lomror,Royal Challengers Bangalore,0.95,R
2023,Karn sharma,Royal Challengers Bangalore,0.5,S
2023,Suyash Prabhudessai,Royal Challengers Bangalore,0.3,R
2023,Akash Deep,Royal Challengers Bangalore,0.2,S
2023,Sonu Yadav,Royal Challengers Bangalore,0.2,S
2023,Vijaykumar Vyshak,Royal Challengers Bangalore,0.2,S
2023,Wayne Parnell,,0.0,U
2023,Harry Brook,Sunrisers Hyderabad,13.25,S
2023,Washington sundar,Sunrisers Hyderabad,8.75,R
2023,Rahul tripathi,Sunrisers Hyderabad,8.5,R
2023,Mayank agarwal,Sunrisers Hyderabad,8.25,S
2023,Abhishek sharma,Sunrisers Hyderabad,6.5,R
2023,Heinrich Klaasen,Sunrisers Hyderabad,5.25,S
2023,Bhuvneshwar kumar,Sunrisers Hyderabad,4.2,R
2023,Kartik Tyagi,Sunrisers Hyderabad,4.0,S
2023,Abdul Samad,Sunrisers Hyderabad,4.0,R
2023,T natarajan,Sunrisers Hyderabad,4.0,R
2023,Umran Malik,Sunrisers Hyderabad,4.0,R
2023,Aiden Markram,Sunrisers Hyderabad,2.6,S
2023,Vivrant Sharma,Sunrisers Hyderabad,2.6,S
2023,Adil Rashid,Sunrisers Hyderabad,2.0,S
2023,Mayank dagar,Sunrisers Hyderabad,1.8,S
2023,Glenn Phillips,Sunrisers Hyderabad,1.5,R
2023,Akeal Hosein,Sunrisers Hyderabad,1.0,S
2023,Fazal Haque,Sunrisers Hyderabad,0.5,S
2023,Mayank markande,Sunrisers Hyderabad,0.5,S
2023,Marco Jansen,Sunrisers Hyderabad,0.5,R
2023,Anmolpreet singh,Sunrisers Hyderabad,0.2,S
2023,Nitish Kumar Reddy,Sunrisers Hyderabad,0.2,S
2023,Sanvir Singh,Sunrisers Hyderabad,0.2,S
2023,Adam Milne,,0.0,U
2023,Chris Jordan,,0.0,U
2023,Chris Lynn,,0.0,U
2023,Craig Overton,,0.0,U
2023,Jamie Overton,,0.0,U
2023,Jimmy Neesham,,0.0,U
2023,Rassie Van Der Dussen,,0.0,U
2023,Tom Banton,,0.0,U
2023,Travis Head,,0.0,U
2023,Tymal Mills,,0.0,U
2023,Dawid Malan,,0.0,U
2023,Jason Roy,,0.0,U
2023,Nathan Coulter-Nile,,0.0,U
2023,Riley Meredith,,0.0,U
2023,Sean Abbott,,0.0,U
2023,Sherfane Rutherford,,0.0,U
2023,Andrew Tye,,0.0,U
2023,Daryl Mitchell,,0.0,U
2023,Luke Wood,,0.0,U
2023,Matt Henry,,0.0,U
2023,Michael Bracewell,,0.0,U
2023,Mohammad Nabi,,0.0,U
2023,Moises Henriques,,0.0,U
2023,Mujeeb Rahman,,0.0,U
2023,Rahkeem Cornwall,,0.0,U
2023,Roston Chase,,0.0,U
2023,Shai Hope,,0.0,U
2023,Tabraiz Shamsi,,0.0,U
2023,Tom Latham,,0.0,U
2023,Carlos Brathwaite,,0.0,U
2023,Darcy Short,,0.0,U
2023,David Payne,,0.0,U
2023,Ish Sodhi,,0.0,U
2023,Tom Curran,,0.0,U
2023,Wayne Parnell,,0.0,U
2023,Afif Hossain,,0.0,U
2023,Andre Fletcher,,0.0,U
2023,Barinder Sran,,0.0,U
2023,Ben Dwarshuis,,0.0,U
2023,Ben Mcdermott,,0.0,U
2023,Billy Stanlake,,0.0,U
2023,Blessing Muzarabani,,0.0,U
2023,Brandon King,,0.0,U
2023,Chamika Karunaratne,,0.0,U
2023,Charith Asalanka,,0.0,U
2023,Christiaan Jonker,,0.0,U
2023,Daryn Dupavillon,,0.0,U
2023,Dasun Shanaka,,0.0,U
2023,Dhananjaya Silva,,0.0,U
2023,Dhawal Kulkarni,,0.0,U
2023,Dilshan Madushanka,,0.0,U
2023,Dominic Drakes,,0.0,U
2023,Dunith Wellalage,,0.0,U
2023,Dushmanta Chameera,,0.0,U
2023,Fabian Allen,,0.0,U
2023,George Garton,,0.0,U
2023,Glenton Stuurman,,0.0,U
2023,Gurkeerat Singh,,0.0,U
2023,Harry Tector,,0.0,U
2023,Johnson Charles,,0.0,U
2023,Joshua Little,,0.0,U
2023,Karim Janat,,0.0,U
2023,Karun Nair,,0.0,U
2023,Keemo Paul,,0.0,U
2023,Keshav Maharaj,,0.0,U
2023,Kusal Mendis,,0.0,U
2023,Lahiru Kumara,,0.0,U
2023,Lorcan Tucker,,0.0,U
2023,Najibullah Zadran,,0.0,U
2023,Pathum Nissaanka,,0.0,U
2023,Paul Stirling,,0.0,U
2023,Pawan Negi,,0.0,U
2023,Qais Ahmad,,0.0,U
2023,Reeza Hendricks,,0.0,U
2023,Richard Gleeson,,0.0,U
2023,Sandeep Sharma,,0.0,U
2023,Sandeep Warrier,,0.0,U
2023,Scott Kuggeleijn,,0.0,U
2023,Shahbaz Nadeem,,0.0,U
2023,Sheldon Cottrel,,0.0,U
2023,Sisanda Magala,,0.0,U
2023,Taskin Ahmed,,0.0,U
2023,Varun Aaron,,0.0,U
2023,Benny Howell,,0.0,U
2023,James Fuller,,0.0,U
2023,Jordan Thompson,,0.0,U
2023,Rehan Ahmed,,0.0,U
2023,Thomas Helm,,0.0,U
2023,Will Smeed,,0.0,U
2023,Aniket Choudhary,,0.0,U
2023,Apoorv Wankhade,,0.0,U
2023,Lance Morris,,0.0,U
2023,Aashish Bhatt,,0.0,U
2023,Abhijeet Tomar,,0.0,U
2023,Abhimanyu Easwaran,,0.0,U
2023,Abid Mushtaq,,0.0,U
2023,Abishek Porel,,0.0,U
2023,Aditya Sarvate,,0.0,U
2023,Agniv Pan,,0.0,U
2023,Ajay Sarkar,,0.0,U
2023,Ajitesh Guruswamy,,0.0,U
2023,Akash Singh,,0.0,U
2023,Akshat Raghuwanshi,,0.0,U
2023,Akshay Karnewar,,0.0,U
2023,Akshdeep Nath,,0.0,U
2023,Akul Pandove,,0.0,U
2023,Allah Mohammad,,0.0,U
2023,Aman Sharma,,0.0,U
2023,Amandeep Khare,,0.0,U
2023,Amit Ali,,0.0,U
2023,Amit Pachhara,,0.0,U
2023,Amit Yadav,,0.0,U
2023,Anirudh Balachander,,0.0,U
2023,Ankit Singh Rajpoot,,0.0,U
2023,Ankush Bains,,0.0,U
2023,Anmol Malhotra,,0.0,U
2023,Anshul Kamboj,,0.0,U
2023,Anuj Raj,,0.0,U
2023,Anunay Singh,,0.0,U
2023,Arjun Rapria,,0.0,U
2023,Arman Jaffer,,0.0,U
2023,Aryan Juyal,,0.0,U
2023,Arzan Nagwaswalla,,0.0,U
2023,Asad Jamil Ahmed,,0.0,U
2023,Ashok Sharma,,0.0,U
2023,Ashwani Kumar,,0.0,U
2023,Ashwin Das,,0.0,U
2023,Ashwin Hebbar,,0.0,U
2023,Atal Bihari Rai,,0.0,U
2023,Ateev Saini,,0.0,U
2023,Atharva Ankolekar,,0.0,U
2023,Atit Sheth,,0.0,U
2023,Auqib Dar,,0.0,U
2023,Avneesh Sudha,,0.0,U
2023,Ayaz Khan,,0.0,U
2023,Ayush Pandey,,0.0,U
2023,Azim Kazi,,0.0,U
2023,B. Surya,,0.0,U
2023,B.R. Sharath,,0.0,U
2023,Baba Aparajith,,0.0,U
2023,Baba Indrajith,,0.0,U
2023,Bandaru Ayyappa,,0.0,U
2023,Basil Thampi,,0.0,U
2023,Basit Bashir,,0.0,U
2023,Bhagmender Lather,,0.0,U
2023,Bhanu Pania,,0.0,U
2023,Bharat Sharma,,0.0,U
2023,Bhuwan Rohilla,,0.0,U
2023,Bipin Saurabh,,0.0,U
2023,C. Hari Nishaanth,,0.0,U
2023,Chethan L.R.,,0.0,U
2023,Chintal Gandhi,,0.0,U
2023,Chirag Gandhi,,0.0,U
2023,Chirag Jani,,0.0,U
2023,Christopher Benjamin,,0.0,U
2023,Connor Esterhuizen,,0.0,U
2023,Corbin Bosch,,0.0,U
2023,Deepak Punia,,0.0,U
2023,Deepesh Nailwal,,0.0,U
2023,Deepraj Gaonkar,,0.0,U
2023,Dev Lakra,,0.0,U
2023,Dhruv Patel,,0.0,U
2023,Digvesh Singh,,0.0,U
2023,Dinesh Bana,,0.0,U
2023,Divyaansh Saxena,,0.0,U
2023,Divyansh Joshi,,0.0,U
2023,E. Sanketh,,0.0,U
2023,Ekant Sen,,0.0,U
2023,Evan Jones,,0.0,U
2023,Fazil Makaya,,0.0,U
2023,G.Aniketh Reddy,,0.0,U
2023,Garv Sangwan,,0.0,U
2023,Geet Puri,,0.0,U
2023,Gerald Coetzee,,0.0,U
2023,Gourav Choudhary,,0.0,U
2023,Gourav Koul,,0.0,U
2023,Gurnoor Singh Brar,,0.0,U
2023,Harsh Dubey,,0.0,U
2023,Hayden Kerr,,0.0,U
2023,Hemant Kumar,,0.0,U
2023,Himanshu Bisht,,0.0,U
2023,Himanshu Rana,,0.0,U
2023,Himmat Singh,,0.0,U
2023,Ishan Porel,,0.0,U
2023,Izharulhuq Naveed,,0.0,U
2023,Jack Prestwidge,,0.0,U
2023,Jagadeesha Suchith,,0.0,U
2023,Jitender Pal,,0.0,U
2023,Jordan Hermann,,0.0,U
2023,Kanwar Singh,,0.0,U
2023,Karthik Meiyappan,,0.0,U
2023,Khizar Dafedar,,0.0,U
2023,Kirant Shinde,,0.0,U
2023,Koushik Vasuki,,0.0,U
2023,Kumar Deobrat,,0.0,U
2023,Kumar Kushagra,,0.0,U
2023,Lakshay Thareja,,0.0,U
2023,Lalit Mohan,,0.0,U
2023,Lone Muzaffar,,0.0,U
2023,Lukman Hussain Meriwala,,0.0,U
2023,Luvnith Sisodia,,0.0,U
2023,M. Siddharth,,0.0,U
2023,Madhav Kaushik,,0.0,U
2023,Mamidi Krishna,,0.0,U
2023,Manav Suthar,,0.0,U
2023,Matthew Breetzke,,0.0,U
2023,Matthew Forde,,0.0,U
2023,McKenny Clarke,,0.0,U
2023,Mickil Jaiswal,,0.0,U
2023,Mitesh Patel,,0.0,U
2023,Mohammed Azharuddeen,,0.0,U
2023,Mohd Arslan Khan,,0.0,U
2023,Mohd. Wasim,,0.0,U
2023,Mohit Avasthi,,0.0,U
2023,Mujtaba Yousuf,,0.0,U
2023,Mukhtar Hussain,,0.0,U
2023,Mushtaq Beg,,0.0,U
2023,Naman Dhir,,0.0,U
2023,Nandre Burger,,0.0,U
2023,Nathan McAndrew,,0.0,U
