Year,Player Name,Team Name,Price (in crores),Status
2022,Robin uthappa,Chennai Super Kings,2.0,R
2022,Adam milne,Chennai Super Kings,1.9,S
2022,Mitchell santner,Chennai Super Kings,1.9,S
2022,Devon Conway,Chennai Super Kings,1.0,S
2022,Maheesh Theekshana,Chennai Super Kings,0.7,S
2022,Dwaine Pretorius,Chennai Super Kings,0.5,S
2022,Mukesh Choudhary,Chennai Super Kings,0.2,S
2022,Tushar Deshpande,Chennai Super Kings,0.2,S
2022,Rishabh pant,Delhi Capitals,16.0,R
2022,Shardul thakur,Delhi Capitals,10.75,S
2022,Axar patel,Delhi Capitals,9.0,R
2022,Prithvi shaw,Delhi Capitals,7.5,R
2022,Anrich Nortje,Delhi Capitals,6.5,R
2022,David warner,Delhi Capitals,6.25,S
2022,Khaleel ahmed,Delhi Capitals,5.25,S
2022,Chetan Sakariya,Delhi Capitals,4.2,S
2022,Rovman powell,Delhi Capitals,2.8,S
2022,Kuldeep yadav,Delhi Capitals,2.0,S
2022,Mustafizur rahman,Delhi Capitals,2.0,S
2022,Kamlesh Nagarkoti,Delhi Capitals,1.1,S
2022,Mandeep singh,Delhi Capitals,1.1,S
2022,AM Ghazanfar,Delhi Capitals,0.65,R
2022,Tim Seifert,Delhi Capitals,0.5,S
2022,Praveen dubey,Delhi Capitals,0.5,S
2022,Sarfaraz khan,Delhi Capitals,0.2,S
2022,Hardik pandya,Gujarat Titans,15.0,S
2022,Rashid Khan,Gujarat Titans,15.0,R
2022,Lockie ferguson,Gujarat Titans,10.0,S
2022,Rahul tewatia,Gujarat Titans,9.0,S
2022,Shubman gill,Gujarat Titans,8.0,S
2022,Mohammad shami,Gujarat Titans,6.25,S
2022,David Miller,Gujarat Titans,3.0,S
2022,Abhinav Manohar,Gujarat Titans,2.6,S
2022,Matthew wade,Gujarat Titans,2.4,S
2022,Wriddhiman saha,Gujarat Titans,1.9,S
2022,Rahmanullah Gurbaz,Gujarat Titans,1.5,S
2022,Vijay shankar,Gujarat Titans,1.4,S
2022,Varun aaron,Gujarat Titans,0.5,S
2022,Christopher King,Gujarat Titans,0.2,S
2022,Sai Sudharsan,Gujarat Titans,0.2,S
2022,Kagiso Rabada,Kings XI Punjab,9.25,S
2022,Jonny bairstow,Kings XI Punjab,6.75,S
2022,Vaibhav Arora,Kings XI Punjab,2.0,S
2022,Jitesh Sharma,Kings XI Punjab,0.2,S
2022,Shreyas iyer,Kolkata Knight Riders,12.25,S
2022,Andre russell,Kolkata Knight Riders,12.0,R
2022,Nitish rana,Kolkata Knight Riders,8.0,S
2022,Varun chakravarthy,Kolkata Knight Riders,8.0,R
2022,Venkatesh Iyer,Kolkata Knight Riders,8.0,R
2022,Patrick cummins,Kolkata Knight Riders,7.25,S
2022,Shivam mavi,Kolkata Knight Riders,7.25,S
2022,Sunil narine,Kolkata Knight Riders,6.0,R
2022,Sam billings,Kolkata Knight Riders,2.0,S
2022,Umesh yadav,Kolkata Knight Riders,2.0,S
2022,Tim southee,Kolkata Knight Riders,1.5,S
2022,Aaron Finch,Kolkata Knight Riders,1.5,S
2022,Ajinkya rahane,Kolkata Knight Riders,1.0,S
2022,Sheldon jackson,Kolkata Knight Riders,0.6,S
2022,Rinku singh,Kolkata Knight Riders,0.55,S
2022,Rasikh salam,Kolkata Knight Riders,0.2,S
2022,Lokesh rahul,Lucknow Supergiants,17.0,S
2022,Avesh khan,Lucknow Supergiants,10.0,S
2022,Marcus Stoinis,Lucknow Supergiants,9.2,S
2022,Jason holder,Lucknow Supergiants,8.75,S
2022,Krunal pandya,Lucknow Supergiants,8.25,S
2022,Quinton de Kock,Lucknow Supergiants,6.75,S
2022,Deepak hooda,Lucknow Supergiants,5.75,S
2022,Manish pandey,Lucknow Supergiants,4.6,S
2022,Ravi Bishnoi,Lucknow Supergiants,4.0,S
2022,Dushmantha Chameera,Lucknow Supergiants,2.0,S
2022,Evin lewis,Lucknow Supergiants,2.0,S
2022,Andrew tye,Lucknow Supergiants,1.0,S
2022,Krishnappa gowtham,Lucknow Supergiants,0.9,S
2022,Ayush Badoni,Lucknow Supergiants,0.2,S
2022,Sameer Rizvi,Lucknow Supergiants,0.2,S
2022,Rohit sharma,Mumbai Indians,16.0,R
2022,Ishan kishan,Mumbai Indians,15.25,S
2022,Jasprit bumrah,Mumbai Indians,12.0,R
2022,Tim David,Mumbai Indians,8.25,S
2022,Suryakumar yadav,Mumbai Indians,8.0,R
2022,Kieron Pollard,Mumbai Indians,6.0,R
2022,Dewald Brevis,Mumbai Indians,3.0,S
2022,Daniel Sams,Mumbai Indians,2.6,S
2022,Tilak Varma,Mumbai Indians,1.7,S
2022,Murugan ashwin,Mumbai Indians,1.6,S
2022,Tymal mills,Mumbai Indians,1.5,S
2022,Jaydev unadkat,Mumbai Indians,1.3,S
2022,Basil thampi,Mumbai Indians,0.3,S
2022,Anmolpreet singh,Mumbai Indians,0.2,S
2022,Ramandeep Singh,Mumbai Indians,0.2,S
2022,Arshad Khan,Mumbai Indians,0.2,S
2022,Mayank agarwal,Punjab Kings,12.0,R
2022,Liam Livingstone,Punjab Kings,11.5,S
2022,Shahrukh Khan,Punjab Kings,9.0,R
2022,Shikhar dhawan,Punjab Kings,8.25,S
2022,Odean Smith,Punjab Kings,6.0,S
2022,Rahul chahar,Punjab Kings,5.25,S
2022,Arshdeep singh,Punjab Kings,4.0,R
2022,Harpreet brar,Punjab Kings,3.8,S
2022,Raj Bawa,Punjab Kings,2.0,S
2022,Simran singh,Punjab Kings,0.6,S
2022,Bhanuka Rajapaksa,Punjab Kings,0.5,S
2022,Sandeep sharma,Punjab Kings,0.5,S
2022,Sanju samson,Rajasthan Royals,14.0,R
2022,Prasidh krishna,Rajasthan Royals,10.0,S
2022,Jos Buttler,Rajasthan Royals,10.0,R
2022,Shimron hetmyer,Rajasthan Royals,8.5,S
2022,Trent boult,Rajasthan Royals,8.0,S
2022,Devdutt Padikkal,Rajasthan Royals,7.75,S
2022,Yuzvendra chahal,Rajasthan Royals,6.5,S
2022,Ravichandran ashwin,Rajasthan Royals,5.0,S
2022,Yashasvi Jaiswal,Rajasthan Royals,4.0,R
2022,Riyan parag,Rajasthan Royals,3.8,S
2022,Navdeep saini,Rajasthan Royals,2.6,S
2022,Nathan coulter nile,Rajasthan Royals,2.0,S
2022,Rassie van der Dussen,Rajasthan Royals,1.0,S
2022,Kuldeep Sen,Rajasthan Royals,0.2,S
2022,Virat kohli,Royal Challengers Bangalore,15.0,R
2022,Glenn maxwell,Royal Challengers Bangalore,11.0,R
2022,Harshal patel,Royal Challengers Bangalore,10.75,S
2022,Wanindu Hasaranga,Royal Challengers Bangalore,10.75,S
2022,Josh Hazlewood,Royal Challengers Bangalore,7.75,S
2022,Faf du Plessis,Royal Challengers Bangalore,7.0,S
2022,Mohammed siraj,Royal Challengers Bangalore,7.0,R
2022,Dinesh karthik,Royal Challengers Bangalore,5.5,S
2022,Mohammad Ali,Royal Challengers Bangalore,3.4,S
2022,Shahbaz Ahmed,Royal Challengers Bangalore,2.4,S
2022,David willey,Royal Challengers Bangalore,2.0,S
2022,Sherfane rutherford,Royal Challengers Bangalore,1.0,S
2022,Suyash Prabhudessai,Royal Challengers Bangalore,0.3,S
2022,Akash Deep,Royal Challengers Bangalore,0.2,S
2022,Kane williamson,Sunrisers Hyderabad,14.0,R
2022,Nicholas Pooran,Sunrisers Hyderabad,10.75,S
2022,Washington sundar,Sunrisers Hyderabad,8.75,S
2022,Rahul tripathi,Sunrisers Hyderabad,8.5,S
2022,Romario Shepherd,Sunrisers Hyderabad,7.75,S
2022,Abhishek sharma,Sunrisers Hyderabad,6.5,R
2022,Marco Jansen,Sunrisers Hyderabad,4.2,S
2022,Bhuvneshwar kumar,Sunrisers Hyderabad,4.2,R
2022,T natarajan,Sunrisers Hyderabad,4.0,S
2022,Abdul Samad,Sunrisers Hyderabad,4.0,R
2022,Umran Malik,Sunrisers Hyderabad,4.0,R
2022,Aiden Markram,Sunrisers Hyderabad,2.6,S
2022,Malsha Tharupathi,Sunrisers Hyderabad,0.2,S
2022,Adam Zampa,,0.0,U
2022,Adil Rashid,,0.0,U
2022,Ashton Agar,,0.0,U
2022,Craig Overton,,0.0,U
2022,Imran Tahir,,0.0,U
2022,James Vince,,0.0,U
2022,Marchant De Lange,,0.0,U
2022,Mujeeb Zadran,,0.0,U
2022,Saqib Mahmood,,0.0,U
2022,Shakib Al Hasan,,0.0,U
2022,Steve Smith,,0.0,U
2022,Suresh Raina,,0.0,U
2022,Aaron Finch,,0.0,U
2022,Amit Mishra,,0.0,U
2022,Chris Lynn,,0.0,U
2022,Colin Munro,,0.0,U
2022,Dawid Malan,,0.0,U
2022,Eoin Morgan,,0.0,U
2022,Ishant Sharma,,0.0,U
2022,Kane Richardson,,0.0,U
2022,Lewis Gregory,,0.0,U
2022,Usman Khawaja,,0.0,U
2022,Andrew Tye,,0.0,U
2022,Colin De Grandhomme,,0.0,U
2022,Darcy Short,,0.0,U
2022,James Faulkner,,0.0,U
2022,Joshua Philippe,,0.0,U
2022,Kedar Jadhav,,0.0,U
2022,Marnus Labuschagne,,0.0,U
2022,Moises Henriques,,0.0,U
2022,Piyush Chawla,,0.0,U
2022,Rilee Rossouw,,0.0,U
2022,Roston Chase,,0.0,U
2022,Tabraiz Shamsi,,0.0,U
2022,Ben Cutting,,0.0,U
2022,Billy Stanlake,,0.0,U
2022,Carlos Brathwaite,,0.0,U
2022,Darren Bravo,,0.0,U
2022,Dhawal Kulkarni,,0.0,U
2022,Keemo Paul,,0.0,U
2022,Martin Guptill,,0.0,U
2022,Reece Topley,,0.0,U
2022,Scott Kuggeleijn,,0.0,U
2022,Sheldon Cottrell,,0.0,U
2022,Todd Astle,,0.0,U
2022,Akeal Hosein,,0.0,U
2022,Akila Dhananjaya,,0.0,U
2022,Anaru Kitchen,,0.0,U
2022,Andile Phehlukwayo,,0.0,U
2022,Andre Fletcher,,0.0,U
2022,Avishka Fernando,,0.0,U
2022,Barinder Sran,,0.0,U
2022,Ben Mcdermott,,0.0,U
2022,Blair Tickner,,0.0,U
2022,Blessing Muzarabani,,0.0,U
2022,Brad Wheal,,0.0,U
2022,Brandon King,,0.0,U
2022,Charith Asalanka,,0.0,U
2022,Cheteshwar Pujara,,0.0,U
2022,Curtis Campher,,0.0,U
2022,Danushka Gunatilaka,,0.0,U
2022,Daryn Dupavillon,,0.0,U
2022,Dasun Shanaka,,0.0,U
2022,David Wiese,,0.0,U
2022,Dhananjaya Lakshan,,0.0,U
2022,Fidel Edwards,,0.0,U
2022,Gareth Delany,,0.0,U
2022,George Garton,,0.0,U
2022,Gulbadin Naib,,0.0,U
2022,Hamid Hassan,,0.0,U
2022,Hamish Bennett,,0.0,U
2022,Hanuma Vihari,,0.0,U
2022,Hashmatullah Shahidi,,0.0,U
2022,Hayden Walsh,,0.0,U
2022,Hazratullah Zazai,,0.0,U
2022,Heinrich Klaasen,,0.0,U
2022,Hilton Cartwright,,0.0,U
2022,Ish Sodhi,,0.0,U
2022,Isuru Udana,,0.0,U
2022,Jack Wildermuth,,0.0,U
2022,Janneman Malan,,0.0,U
2022,Jayden Seales,,0.0,U
2022,Joel Paris,,0.0,U
2022,Josh Little,,0.0,U
2022,Karim Janat,,0.0,U
2022,Keshav Maharaj,,0.0,U
2022,Kurtis Patterson,,0.0,U
2022,Kusal Mendis,,0.0,U
2022,Kusal Perera,,0.0,U
2022,Lahiru Kumara,,0.0,U
2022,Litton Das,,0.0,U
2022,Manoj Tiwary,,0.0,U
2022,Mark Adnair,,0.0,U
2022,Mohit Sharma,,0.0,U
2022,Murali Vijay,,0.0,U
2022,Najibullah Zadran,,0.0,U
2022,Naveen Ul Haq,,0.0,U
2022,Neil Wagner,,0.0,U
2022,Niroshan Dickwella,,0.0,U
2022,Oshane Thomas,,0.0,U
2022,Parvez Rasool,,0.0,U
2022,Pathum Nissaanka,,0.0,U
2022,Paul Stirling,,0.0,U
2022,Pawan Negi,,0.0,U
2022,Qais Ahmad,,0.0,U
2022,Rahmanullah Gurbaz,,0.0,U
2022,Rahul Sharma,,0.0,U
2022,Raymon Reifer,,0.0,U
2022,S. Sreesanth,,0.0,U
2022,Samit Patel,,0.0,U
2022,Sandeep Warrier,,0.0,U
2022,Saurabh Tiwary,,0.0,U
2022,Seekkuge Prasanna,,0.0,U
2022,Shai Hope,,0.0,U
2022,Shamrah Brooks,,0.0,U
2022,Shoriful Islam,,0.0,U
2022,Sisanda Magala,,0.0,U
2022,Taskin Ahmed,,0.0,U
2022,Thisara Perera,,0.0,U
2022,Waqar Salamkheil,,0.0,U
2022,Wayne Parnell,,0.0,U
2022,Wesley Agar,,0.0,U
2022,Zahir Khan,,0.0,U
2022,Zubayr Hamza,,0.0,U
2022,Ali Khan,,0.0,U
2022,Arun Karthick,,0.0,U
2022,Chris Green,,0.0,U
2022,Harpreet Bhatia,,0.0,U
2022,Kennar Lewis,,0.0,U
2022,Laurie Evans,,0.0,U
2022,Sandeep Lamichhane,,0.0,U
2022,Tom Kohler-Cadmore,,0.0,U
2022,Ben Dwarshuis,,0.0,U
2022,Jalaj Saxena,,0.0,U
2022,Matt Kelly,,0.0,U
2022,Aaqib Khan,,0.0,U
2022,Aaron Hardie,,0.0,U
2022,Abhijeet Saket,,0.0,U
2022,Abhimanyu Easwaran,,0.0,U
2022,Abhishek Raut,,0.0,U
2022,Abid Mushtaq,,0.0,U
2022,Adithya Ashok,,0.0,U
2022,Aditya Tare,,0.0,U
2022,Aditya Thakare,,0.0,U
2022,Agnivesh Ayachi,,0.0,U
2022,Aidan Cahill,,0.0,U
2022,Ajay Dev Goud,,0.0,U
2022,Ajay Mandal,,0.0,U
2022,Akash Choudhary,,0.0,U
2022,Akash Madhwal,,0.0,U
2022,Akash Singh,,0.0,U
2022,Akshay Karnewar,,0.0,U
2022,Akshay Wakhare,,0.0,U
2022,Akshdeep Nath,,0.0,U
2022,Alex Ross,,0.0,U
2022,Amandeep Khare,,0.0,U
2022,Amit Ali,,0.0,U
2022,Amit Mishra,,0.0,U
2022,Amit Yadav,,0.0,U
2022,Aniket Choudhary,,0.0,U
2022,Anirudha Joshi,,0.0,U
2022,Ankush Bains,,0.0,U
2022,Anuj Raj,,0.0,U
2022,Apoorv Wankhade,,0.0,U
2022,Arjit Gupta,,0.0,U
2022,Arpit Guleria,,0.0,U
2022,Arun Chaprana,,0.0,U
2022,Arzan Nagwaswalla,,0.0,U
2022,Ashutosh Sharma,,0.0,U
2022,Atharva Ankolekar,,0.0,U
2022,Atit Sheth,,0.0,U
2022,Auqib Dar,,0.0,U
2022,Azim Kazi,,0.0,U
2022,B.R. Sharath,,0.0,U
2022,Baba Aparajith,,0.0,U
2022,Babasafi Pathan,,0.0,U
2022,Bandaru Ayyappa,,0.0,U
2022,Bavanaka Sandeep,,0.0,U
2022,Beyers Swanepoel,,0.0,U
2022,Bharat Sharma,,0.0,U
2022,Bhupen Lalwani,,0.0,U
2022,Cam Fletcher,,0.0,U
2022,Chaitanya Bishnoi,,0.0,U
2022,Chinntla Readdi,,0.0,U
2022,Chintal Gandhi,,0.0,U
2022,Chirag Gandhi,,0.0,U
2022,Corbin Bosch,,0.0,U
2022,Dev Lakra,,0.0,U
2022,Dharmendrasinh Jadeja,,0.0,U
2022,Dhrushant Soni,,0.0,U
2022,Dhruv Patel,,0.0,U
2022,Dhruv Shorey,,0.0,U
2022,Dikshanshu Negi,,0.0,U
2022,Divyang Hinganekar,,0.0,U
2022,Diwesh Pathania,,0.0,U
2022,Donavon Ferreira,,0.0,U
2022,Duan Jansen,,0.0,U
2022,Dunith Wellalage,,0.0,U
2022,Eknath Kerkar,,0.0,U
2022,Fazil Makaya,,0.0,U
2022,G Periyasamy,,0.0,U
2022,Gerald Coetzee,,0.0,U
2022,Girinath Reddy,,0.0,U
2022,Gurnoor Singh Brar,,0.0,U
2022,Hardik Tamore,,0.0,U
2022,Harnoor Singh,,0.0,U
2022,Harsh Tyagi,,0.0,U
2022,Harvik Desai,,0.0,U
2022,Hayden Kerr,,0.0,U
2022,Henan Malik,,0.0,U
2022,Henry Shipley,,0.0,U
2022,Himanshu Rana,,0.0,U
2022,Himmat Singh,,0.0,U
2022,Hiten Dalal,,0.0,U
2022,Ishan Afridi,,0.0,U
2022,Ishank Jaggi,,0.0,U
2022,Izharulhuq Naveed,,0.0,U
2022,J. Kousik,,0.0,U
2022,Jacob Lintott,,0.0,U
2022,Jaideep Bhambhu,,0.0,U
2022,Jake Weatherald,,0.0,U
2022,Jasmer Dhankhar,,0.0,U
2022,Jason Sangha,,0.0,U
2022,Jay Bista,,0.0,U
2022,Jitender Pal,,0.0,U
2022,Johan Van Dyk,,0.0,U
2022,Johannes Smit,,0.0,U
2022,Jon Russ Jaggesar,,0.0,U
2022,Jonty Sidhu,,0.0,U
2022,K Nitish Reddy,,0.0,U
2022,K.L. Shrijith,,0.0,U
2022,K.V. Sasikanth,,0.0,U
2022,Kaif Ahmad,,0.0,U
2022,Kartikeya Kak,,0.0,U
2022,Kaushal Tambe,,0.0,U
2022,Kedar Devdhar,,0.0,U
2022,Kevin Koththigoda,,0.0,U
2022,Khizar Dafedar,,0.0,U
2022,Khrievitso Kense,,0.0,U
2022,Khwezi Gumede,,0.0,U
2022,Kulwant Khejroliya,,0.0,U
2022,Kumar Kartikeya Singh,,0.0,U
2022,Kushaal Wadhwani,,0.0,U
2022,Lakhan Raja,,0.0,U
2022,Lalit Yadav,,0.0,U
2022,Lance Morris,,0.0,U
2022,Liam Guthrie,,0.0,U
2022,Liam Hatcher,,0.0,U
2022,Lone Muzaffar,,0.0,U
2022,Lukman Hussain Meriwala,,0.0,U
2022,M Nidheesh,,0.0,U
2022,M Venkatesh,,0.0,U
2022,M. Mohammed,,0.0,U
2022,M. Siddharth,,0.0,U
2022,M.B. Darshan,,0.0,U
2022,M.Harishankar Reddy,,0.0,U
2022,Manav Suthar,,0.0,U
2022,Manish Reddy,,0.0,U
2022,Manoj Bhandage,,0.0,U
2022,Mark Deyal,,0.0,U
2022,Matheesha Pathirana,,0.0,U
2022,Matthew Short,,0.0,U
2022,Maxwell Swaminathan,,0.0,U
2022,Mayank Dagar,,0.0,U
2022,Mayank Rawat,,0.0,U
2022,Mickil Jaiswal,,0.0,U
2022,Midhun Sudhesan,,0.0,U
2022,Migael Pretorius,,0.0,U
2022,Mihir Hirwani,,0.0,U
2022,Milind Tandon,,0.0,U
2022,Mohammed Afridi,,0.0,U
2022,Mohammed Azharuddeen,,0.0,U
2022,Mohit Avasthi,,0.0,U
2022,Mohit Jangra,,0.0,U
2022,Monu Singh,,0.0,U
2022,Mujtaba Yousuf,,0.0,U
2022,Mukesh Kumar Singh,,0.0,U
2022,Nandre Burger,,0.0,U
2022,Nathan McAndrew,,0.0,U
2022,Naushad Shaikh,,0.0,U
2022,Nidhish Rajagopal,,0.0,U
2022,Nikhil Gangta,,0.0,U
2022,Nikhil Naik,,0.0,U
2022,Ninad Rathva,,0.0,U
2022,Nivethan Radhakrishnan,,0.0,U
2022,Nuwan Thushara,,0.0,U
2022,Nyeem Young,,0.0,U
2022,Ottneil Baartman,,0.0,U
2022,Pankaj Jaswal,,0.0,U
2022,Pardeep Sahu,,0.0,U
2022,Parth Sahani,,0.0,U
2022,Pradosh Paul,,0.0,U
2022,Pranshu Vijayran,,0.0,U
2022,Prashant Chopra,,0.0,U
2022,Pratyush Singh,,0.0,U
2022,Prayas Barman,,0.0,U
2022,Prerit Agrawal,,0.0,U
2022,Prerit Dutta,,0.0,U
2022,Prince Balwant Rai,,0.0,U
2022,Prithviraj Yarra,,0.0,U
2022,Priyank Panchal,,0.0,U
2022,Pukhraj Mann,,0.0,U
2022,Pulkit Narang,,0.0,U
2022,Purnank Tyagi,,0.0,U
2022,Pushpendra Singh Rathore,,0.0,U
2022,Qamran Iqbal,,0.0,U
2022,R. Alexandar,,0.0,U
2022,R. Silambarasan,,0.0,U
2022,R. Vivek,,0.0,U
2022,R.Sonu Yadav,,0.0,U
2022,Rahul Chandrol,,0.0,U
2022,Rahul Gahlaut,,0.0,U
2022,Rahul Shukla,,0.0,U
2022,Rajat Patidar,,0.0,U
2022,Ravi Chauhan,,0.0,U
2022,Ravi Sharma,,0.0,U
2022,Ricky Bhui,,0.0,U
2022,Ritwik Roy Chowdhury,,0.0,U
2022,Rohan Kadam,,0.0,U
2022,Rohan Kunnummal,,0.0,U
2022,Rohan Rana,,0.0,U
2022,Ronit More,,0.0,U
2022,Roosh Kalaria,,0.0,U
2022,Ruben Trumpelmann,,0.0,U
2022,Ryan John,,0.0,U
2022,Ryan Rickelton,,0.0,U
2022,S. Kishan Kumar,,0.0,U
2022,Sachin Baby,,0.0,U
2022,Safvan Patel,,0.0,U
2022,Safyaan Sharif,,0.0,U
2022,Sagar Trivedi,,0.0,U
2022,Sagar Udeshi,,0.0,U
2022,Sahil Dhiwan,,0.0,U
2022,Sairaj Patil,,0.0,U
2022,Samarth Vyas,,0.0,U
2022,Sameer Rizvi,,0.0,U
2022,Sandeep Kumar Tomar,,0.0,U
2022,Sanvir Singh,,0.0,U
2022,Satyajeet Bachhav,,0.0,U
2022,Saurabh Kumar,,0.0,U
2022,Saurav Chuahan,,0.0,U
2022,Saurin Thakar,,0.0,U
2022,Shafiqullah Ghafari,,0.0,U
2022,Shams Mulani,,0.0,U
2022,Shashwat Rawat,,0.0,U
2022,Shivam Chauhan,,0.0,U
2022,Shivam Sharma,,0.0,U
2022,Shivank Vashisth,,0.0,U
2022,Shoun Roger,,0.0,U
2022,Shreevats Goswami,,0.0,U
2022,Shubham Ranjane,,0.0,U
2022,Shubham Sharma,,0.0,U
2022,Shubham Singh,,0.0,U
2022,Shubham Singh Rohilla,,0.0,U
2022,Shubhang Hegde,,0.0,U
2022,Shubhum Arora,,0.0,U
2022,Siddhant Sharma,,0.0,U
2022,Siddhesh Wath,,0.0,U
2022,Sijomon Joseph,,0.0,U
2022,Stephen Cheepurupalli,,0.0,U
2022,Sudip Chatterjee,,0.0,U
2022,Sujit Nayak,,0.0,U
2022,Sumit Kumar,,0.0,U
2022,Sushant Mishra,,0.0,U
2022,Swaraj Wabale,,0.0,U
2022,Tajinder Dhillon,,0.0,U
2022,Tanay Thyagarajan,,0.0,U
2022,Tanmay Agarwal,,0.0,U
2022,Tanmay Mishra,,0.0,U
2022,Tanush Kotian,,0.0,U
2022,Tanveer Sangha,,0.0,U
2022,Tanveer Ul Haq,,0.0,U
2022,Tarang Gohel,,0.0,U
2022,Tom Rogers,,0.0,U
2022,Upendra Singh Yadav,,0.0,U
2022,Urvil Patel,,0.0,U
2022,Utkarsh Singh,,0.0,U
2022,V Koushik,,0.0,U
2022,V. Athisayaraj,,0.0,U
2022,V. Gowtham,,0.0,U
2022,Vasu Vats,,0.0,U
2022,Vidyadhar Patil,,0.0,U
2022,Vipul Krishna,,0.0,U
2022,Virat Singh,,0.0,U
2022,Vishnu Solanki,,0.0,U
2022,Vivrant Sharma,,0.0,U
2022,Vyshak Vijay Kumar,,0.0,U
2022,Yash Nahar,,0.0,U
2022,Yash Thakur,,0.0,U
2022,Yashovardhan Singh,,0.0,U
2022,Yudhvir Charak,,0.0,U
2022,Yuvraj Chaudhary,,0.0,U
2022,Yuvraj Chudasama,,0.0,U
2022,Zeeshan Ansari,,0.0,U
2022,Deepak Chahar,Chennai Super Kings,14.0,S
2022,Ambati Rayudu,Chennai Super Kings,6.75,S
2022,Dwayne Bravo,Chennai Super Kings,4.4,S
2022,Shivam Dube,Chennai Super Kings,4.0,S
2022,Chris Jordan,Chennai Super Kings,3.6,S
2022,Robin Uthappa,Chennai Super Kings,2.0,S
2022,Adam Milne,Chennai Super Kings,1.9,S
2022,Mitchell Santner,Chennai Super Kings,1.9,S
2022,Rajvardhan Hangargekar,Chennai Super Kings,1.5,S
2022,Prashant Solanki,Chennai Super Kings,1.2,S
2022,Devon Conway,Chennai Super Kings,1.0,S
2022,Maheesh Theekshana,Chennai Super Kings,0.7,S
2022,Dwaine Pretorius,Chennai Super Kings,0.5,S
2022,C.Hari Nishaanth,Chennai Super Kings,0.2,S
2022,K.Bhagath Varma,Chennai Super Kings,0.2,S
2022,K.M. Asif,Chennai Super Kings,0.2,S
2022,Mukesh Choudhary,Chennai Super Kings,0.2,S
2022,N. Jagadeesan,Chennai Super Kings,0.2,S
2022,Simarjeet Singh,Chennai Super Kings,0.2,S
2022,Subhranshu Senapati,Chennai Super Kings,0.2,S
2022,Tushar Deshpande,Chennai Super Kings,0.2,S
2022,Shardul Thakur,Delhi Capitals,10.75,S
2022,Mitchell Marsh,Delhi Capitals,6.5,S
2022,David Warner,Delhi Capitals,6.25,S
2022,Syed Khaleel Ahmed,Delhi Capitals,5.25,S
2022,Chetan Sakariya,Delhi Capitals,4.2,S
2022,Rovman Powell,Delhi Capitals,2.8,S
2022,K.S. Bharat,Delhi Capitals,2.0,S
2022,Kuldeep Yadav,Delhi Capitals,2.0,S
2022,Mustafizur Rahman,Delhi Capitals,2.0,S
2022,Kamlesh Nagarkoti,Delhi Capitals,1.1,S
2022,Mandeep Singh,Delhi Capitals,1.1,S
2022,Lalit Yadav,Delhi Capitals,0.65,S
2022,Lungisani Ngidi,Delhi Capitals,0.5,S
2022,Pravin Dubey,Delhi Capitals,0.5,S
2022,Tim Seifert,Delhi Capitals,0.5,S
2022,Yash Dhull,Delhi Capitals,0.5,S
2022,Ashwin Hebbar,Delhi Capitals,0.2,S
2022,Ripal Patel,Delhi Capitals,0.2,S
2022,Sarfaraz Khan,Delhi Capitals,0.2,S
2022,Vicky Ostwal,Delhi Capitals,0.2,S
2022,Lockie Ferguson,Gujarat Titans,10.0,S
2022,Rahul Tewatia,Gujarat Titans,9.0,S
2022,Mohammad Shami,Gujarat Titans,6.25,S
2022,Yash Dayal,Gujarat Titans,3.2,S
2022,David Miller,Gujarat Titans,3.0,S
2022,R. Sai Kishore,Gujarat Titans,3.0,S
2022,Abhinav Sadarangani,Gujarat Titans,2.6,S
2022,Alzarri Joseph,Gujarat Titans,2.4,S
2022,Matthew Wade,Gujarat Titans,2.4,S
2022,Jason Roy,Gujarat Titans,2.0,S
2022,Wriddhiman Saha,Gujarat Titans,1.9,S
2022,Jayant Yadav,Gujarat Titans,1.7,S
2022,Vijay Shankar,Gujarat Titans,1.4,S
2022,Dominic Drakes,Gujarat Titans,1.1,S
2022,Gurkeerat Singh,Gujarat Titans,0.5,S
2022,Varun Aaron,Gujarat Titans,0.5,S
2022,Noor Ahmad,Gujarat Titans,0.3,S
2022,B. Sai Sudharsan,Gujarat Titans,0.2,S
2022,Darshan Nalkande,Gujarat Titans,0.2,S
2022,Pradeep Sangwan,Gujarat Titans,0.2,S
2022,Shreyas Iyer,Kolkata Knight Riders,12.25,S
2022,Nitish Rana,Kolkata Knight Riders,8.0,S
2022,Pat Cummins,Kolkata Knight Riders,7.25,S
2022,Shivam Mavi,Kolkata Knight Riders,7.25,S
2022,Sam Billings,Kolkata Knight Riders,2.0,S
2022,Umesh Yadav,Kolkata Knight Riders,2.0,S
2022,Alex Hales,Kolkata Knight Riders,1.5,S
2022,Tim Southee,Kolkata Knight Riders,1.5,S
2022,Ajinkya Rahane,Kolkata Knight Riders,1.0,S
2022,Mohammad Nabi,Kolkata Knight Riders,1.0,S
2022,Sheldon Jackson,Kolkata Knight Riders,0.6,S
2022,Ashok Sharma,Kolkata Knight Riders,0.55,S
2022,Rinku Singh,Kolkata Knight Riders,0.55,S
2022,Chamika Karunaratne,Kolkata Knight Riders,0.5,S
2022,Abhijeet Tomar,Kolkata Knight Riders,0.4,S
2022,Aman Khan,Kolkata Knight Riders,0.2,S
2022,Anukul Roy,Kolkata Knight Riders,0.2,S
